address,n_inbound,inbound_wei,n_outbound,outbound_wei
0x54ee5e67a51efe53cb5c3476d24a7f0058bafb2c,17,745033290000000000000000,6,745033290000000000000000
0xbd69c4b47d5cfccee033aef71a2f62e722e43aca,17,2478710380000000000000000,6,2368236931898804780876493
0x5f411351e6566409f9b0b8d03873846e0c7201b3,13,451122367507495780118104919,10,451122367507495780118104919
0xb5d36593fc761616774e4c118d3aa1a8320a2534,14,1641460460000000000000000,9,1641460460000000000000000
0x44d586433c9a4847875a7efff1bf85aae3d59df5,14,1381123540000000000000000,9,1381123540000000000000000
0xc7650b0a47612561c0ccd22b3cc70e13c1390e2a,17,1079973130000000000000000,6,1079973130000000000000000
0xa75b525f62ddaa459a6a8e79f319460bf18b1ae3,23,1305053350000000000000000,0,0
0xc358af76c887dce49f44743527013d75a81d8bee,15,4700000000000000000000000,8,4700000000000000000000000
0x03e454f9f25cf543363a3c84fedc2be3be95d36e,11,1791161286315137517620584,11,1791161286315137517620584
0x4608ae962931057a2c5d99c502aba30c3fe2ecd5,18,4101335530000000000000000,4,4101335530000000000000000
0x65dab34e87d8e88b2a088956cb88fb5f23272bad,13,3874275600000000000000000,9,3874275600000000000000000
0xa784fd851dc3b936d9925720dbfbf4079e4ca28c,13,529728020000000000000000,9,529728020000000000000000
0x1c4dfd800417b231fea61815e18be1a7ea072a4f,19,4892620020000000000000000,3,4802111955702788844621513
0x64a404e844600ff55fa44835e01f5ceffa1cb282,16,1063481490000000000000000,6,1063481490000000000000000
0x0819953990fb06634538154e77582957e7a3949b,19,2255641300000000000000000,3,2066137191039840637450199
0x48d4a95a5fdc7aa69b7516a0a8b0248db3216565,16,2680000000000000000000000,6,2680000000000000000000000
0x2e943298a4f35ee25407b23c4b66d4f119cdaa63,16,1384718040000000000000000,6,1384718040000000000000000
0x3312824431179e4bce8b463234bfb5a93228d5ed,13,300148890000000000000000,9,300148890000000000000000
0x7184d97bb9c7cec89105fbfc1f4914afd0c815c5,16,1285999400000000000000000,6,1285999400000000000000000
0x4056474bc131187952fe4e5dbc8f167625fb60a3,13,955652090000000000000000,9,955652090000000000000000
0x992527152b5637c175be811a4fbc381e30b5c146,11,272275603277828531504888,11,272275603277828531504888
0x76ac88e86c711b9d9d1ebccc054d700a533eeb28,16,3995537600000000000000000,6,3995537600000000000000000
0x7c80cc04c1b51c5f8e5585bfbcd5e3ebbbe74fe9,17,768297200000000000000000,5,768297200000000000000000
0xaa4db76bac9170f82b161e39bca3482231c09cad,16,959974440000000000000000,6,959974440000000000000000
0xafd02f2a437276df016574110b4aef9ec7474868,15,586745180000000000000000,6,586745180000000000000000
0x5ff2a27da9c406341bddb1d0adb20f1a85af401d,15,760000000000000000000000,6,760000000000000000000000
0xca98ee0b8e9fcca121c320b74a079e062b2d13f2,13,1025775650000000000000000,8,1025775650000000000000000
0x2d2337cf2af8add10af49fdb7b79b66bcf9ddb40,21,1672488220000000000000000,0,0
0x4ccdb3e4d0342160d95a2e0bf44b9b3a3cd8ba53,15,1756874050000000000000000,6,1690626633420318725099600
0x3a164e840e5c27fb4695127a7eb2d2ab53d53504,18,3297620040000000000000000,3,2976313160337051792828685
0x1e843be6ec7d71efd175ccd09f02f12079e6a54b,15,851714170000000000000000,6,851714170000000000000000
0x1ca33cff95e7eef86b080ab13851034cd3e9e457,11,160213883292797945282052824,10,160213883292797945282052824
0xc36797efb5965a8e96be48cf17f9cb54adcdbec8,10,66678568500942863208566,10,66678568500942863208566
0xb4a1e1f258955ea6c11015b70e72b5089677bb6a,20,5148336090000000000000000,0,0
0x2b4a4861babbb78c1930665139a77beb7443aa62,11,10180332859678206094990544,9,10180332859678206094990544
0xc5af47bfe19e7dca062bbd1639d4bb09a143ea88,20,1271644950000000000000000,0,0
0x313aa06a940ccd779f3e74064b5df88824ffc13f,14,2276004650000000000000000,6,2276004650000000000000000
